Date,Opponent,Result,Game Time,Attendance
09/12/20,@ 4 Notre Dame,L 13-27,4:02,10097
09/19/20,Boston College,L 6-26,2:55,0
09/26/20,@ Virginia,L 20-38,3:37,1000
10/03/20,Virginia Tech,L 31-38,3:22,0
10/10/20,@ Syracuse,W 38-24,3:12,0
10/17/20,@ 24 NC State,L 20-31,3:34,4032
10/31/20,Charlotte,W 53-19,3:23,0
11/07/20,14 North Carolina,L 24-56,3:25,0
11/28/20,@ Georgia Tech,L 33-56,3:48,11000
12/05/20,18 Miami (FL),L 0-48,3:01,0
12/12/20,@ Florida State,L 35-56,3:39,14872
