Date,Opponent,Result,Game Time,Attendance
09/02/17,+ Michigan,L 17-33,3:28,75802
09/16/17,Tennessee,W 26-20,3:30,87736
09/23/17,@ Kentucky,W 28-27,3:28,62945
09/30/17,Vanderbilt,W 38-24,3:22,84478
10/07/17,18 LSU,L 16-17,3:25,88247
10/14/17,Texas A&M,L 17-19,3:33,86114
10/28/17,+ 2 Georgia,L 7-42,3:11,84107
11/04/17,@ Missouri,L 16-45,3:13,49154
11/11/17,@ South Carolina,L 20-28,3:32,79727
11/18/17,UAB,W 36-7,3:10,84649
11/25/17,Florida State,L 22-38,3:37,89066
