Date,Opponent,Result,Game Time,Attendance
10/10/20,@ Navy,L 29-31,3:03,4400
10/17/20,USF,W 39-37,3:32,782
10/24/20,@ Memphis,L 29-41,3:36,10321
10/31/20,@ Tulane,L 3-38,3:00,1200
11/07/20,SMU,L 23-47,3:11,2577
11/14/20,@ UCF,L 13-38,3:27,8768
11/21/20,East Carolina,L 3-28,2:48,0
